id,title,country,region,winery,variety,vintage,description,points,price,alcohol,acidity,body,tannins,sweetness,style,image_url,mood_tags,food_pairing,tasting_notes,winery_history
6868,Château Les Combes 2016  Bordeaux Blanc,France,Bordeaux Blanc,Château Les Combes,Bordeaux-style White Blend,2016,"Frédéric Borderie brings his winemaking experience from Australia and Napa Valley back to the family property and this crisp and perfumed wine. It has great spiciness balanced by crisp green and white stone fruits. The wine could do with a few more months, so drink from late 2017.",91,15.0,12.7,Medium,Full,Medium-High,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/château-les-combes-2016-bordeaux-style--369908.jpg,"Balanced, Festive, Outstanding, Complex, Pleasant","Pasta, Hard cheeses, Grilled vegetables","Frédéric Borderie brings his winemaking experience from Australia and Napa Valley back to the family property and this crisp and perfumed wine. It has great spiciness balanced by crisp green and white stone fruits. The wine could do with a few more months, so drink from late 2017.","Founded by the Château family, this estate has been producing exceptional wines in France for over 6 generations."
6869,Château Sainte-Béatrice 2016 Cuvée Vaussière Rosé (Côtes de Provence),France,Côtes de Provence,Château Sainte-Béatrice,Rosé,2016,"This is the ripest wine in the Béatrice range. With generous red fruits and balanced acidity it has weight and richness alongside the crisp, tangy fruitiness. This is a textured wine with spice and pepper flavors to add complexity to the fruit. Drink the wine from late 2017.",91,20.0,13.6,High,Light,Low,Dry,Rosé,https://images.vivino.com/thumbs/château-sainte-béatr-2016-rosé-955468.jpg,"Intimate, Social, Complex, Smooth, Outstanding","Light pasta, Fresh berries, Mediterranean salad","This is the ripest wine in the Béatrice range. With generous red fruits and balanced acidity it has weight and richness alongside the crisp, tangy fruitiness. This is a textured wine with spice and pepper flavors to add complexity to the fruit. Drink the wine from late 2017.",A historic French winery that has weathered both world wars and continues to produce wines that reflect the unique characteristics of its France origins.
6870,Dr. Pauly Bergweiler 2013 Bernkasteler alte Badstube am Doctorberg Kabinett Riesling (Mosel),Germany,Mosel,Dr. Pauly Bergweiler,Riesling,2013,"Luscious honeydew and mango aromas entice on this fruit forward yet elegantly styled Riesling. It's off dry in style, yet powerfully concentrated with peach and tangerine flavors. Brisk with acidity and nuanced with hints of tea leaf and honey, it's a beautifully complex, yet effortlessly quaffable sip.",91,26.0,11.4,High,Light,None,Dry,Still White,https://cdn.wine-searcher.com/images/labels/dr.-pauly-bergweiler-2013-riesling-917953.jpg,"Aromatic, Complex, Refreshing, Bright","Pork tenderloin, Shellfish, Spicy Asian cuisine","Luscious honeydew and mango aromas entice on this fruit forward yet elegantly styled Riesling. It's off dry in style, yet powerfully concentrated with peach and tangerine flavors. Brisk with acidity and nuanced with hints of tea leaf and honey, it's a beautifully complex, yet effortlessly quaffable sip.","Founded in the Mosel region, this winery is renowned for its precision winemaking and terroir expression."
6871,Forest Glen 2012 Riesling (California),US,California,Forest Glen,Riesling,2012,"Shows the flowery, honeyed notes of Riesling, with pleasant citrus, apple and peach flavors. It's a little soft, but will drink well with ham, sausages or just about anything with bacon.",83,10.0,8.5,Medium-High,Medium,None,Dry,Still White,https://images.wine.com/labels/forest-glen-2012-riesling-795752.jpg,"Celebratory, Cozy, Aromatic, Refreshing","Pork tenderloin, Soft cheeses, Apple tart, Spicy Asian cuisine","Shows the flowery, honeyed notes of Riesling, with pleasant citrus, apple and peach flavors. It's a little soft, but will drink well with ham, sausages or just about anything with bacon.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
6872,Vinos de Arganza 2013 Flavium Premium Mencía (Bierzo),Spain,Bierzo,Vinos de Arganza,Mencía,2013,"Currant and cherry aromas come with a volatile hint of vinegar. This is narrow on the palate, with hard-clamping tannins. Flavors of red plum, currant and tomato end raw, tart and peppery, with an herbal aftertaste.",84,17.0,14.7,Medium-High,Medium-Full,Medium-High,Dry,Still Red,https://images.wine.com/labels/vinos-de-arganza-2013-mencía-817561.jpg,"Smooth, Balanced, Pleasant, Celebratory, Cozy","Stewed dishes, Pasta, Hard cheeses, Red meat","Currant and cherry aromas come with a volatile hint of vinegar. This is narrow on the palate, with hard-clamping tannins. Flavors of red plum, currant and tomato end raw, tart and peppery, with an herbal aftertaste.","Vinos de Arganza traces its roots back to 1870, representing generations of Spanish winemaking expertise and regional tradition."
6873,Nacido del Quórum 2013 3 Meses en Barrica Monastrell (Jumilla),Spain,Jumilla,Nacido del Quórum,Monastrell,2013,"This was aged but three months in oak, but it smells and tastes woody. Char, resin and toasty blackberry and black plum aromas lead into a resiny palate with charred flavors of black cherry and plum. Burnt, bitter notes rise up on the finish.",85,12.0,11.7,Medium,Full,Medium-High,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/nacido-del-quórum-2013-monastrell-380157.jpg,"Good, Pleasant, Smooth, Reliable, Balanced","Pasta, Stewed dishes, Red meat, Grilled vegetables","This was aged but three months in oak, but it smells and tastes woody. Char, resin and toasty blackberry and black plum aromas lead into a resiny palate with charred flavors of black cherry and plum. Burnt, bitter notes rise up on the finish.","This historic winery has been a cornerstone of Spanish viticulture, producing wines that capture the essence of Spain's diverse wine regions."
6874,Georges Vigouroux 2012 Petit Jammes Malbec (Cahors),France,Cahors,Georges Vigouroux,Malbec,2012,A light and fruity style of Malbec that emphasizes the red fruits and freshness that is possible with this often-tannic grape. The wine is designed to be drunk young and this bottling is totally ready to go.,85,17.0,14.0,Medium,Full,High,Dry,Still Red,https://images.wine.com/labels/georges-vigouroux-2012-malbec-785987.jpg,"Smooth, Reliable, Good","Stewed dishes, Red meat, Pasta, Hard cheeses",A light and fruity style of Malbec that emphasizes the red fruits and freshness that is possible with this often-tannic grape. The wine is designed to be drunk young and this bottling is totally ready to go.,"Georges Vigouroux is a traditional French winery established in the late 1800s, known for its commitment to terroir and time-honored winemaking techniques."
6875,Falesco 2009 Pomele 500ml Aleatico (Lazio),Italy,Lazio,Falesco,Aleatico,2009,"Pomele is a sweet red wine made from the Aleatico grape that could pair with salty and sweet foods. The wine offers bright tones of black cherry, blackberry and a touch of exotic spice.",90,31.55,12.1,Medium-High,Medium-Full,Medium,Dry,Still Red,https://images.wine.com/labels/falesco-2009-aleatico-895473.jpg,"Outstanding, Smooth, Complex, Pleasant, Festive","Grilled vegetables, Stewed dishes, Pasta","Pomele is a sweet red wine made from the Aleatico grape that could pair with salty and sweet foods. The wine offers bright tones of black cherry, blackberry and a touch of exotic spice.","Falesco represents centuries of Italian winemaking tradition, with vineyards that have been cultivated since the Medieval period."
6876,Le Vigne 2012 Di Ranchito Vista Petite Sirah (Paso Robles),US,Paso Robles,Le Vigne,Petite Sirah,2012,"Extremely spicy on the nose, with clove, black cardamom, gingerbread and more baking spice, this bottling also shows aromas of concentrated hibiscus, soy sauce and beef teriyaki. A black-rock minerality powers the palate, alongside buttered cherries, charred beef, pipe smoke, fudge and lifting menthol flavors.",92,35.0,11.2,High,Light,Low,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/le-vigne-2012-petite-sirah-433940.jpg,"Pleasant, Balanced, Complex","Grilled vegetables, Hard cheeses, Pasta, Stewed dishes","Extremely spicy on the nose, with clove, black cardamom, gingerbread and more baking spice, this bottling also shows aromas of concentrated hibiscus, soy sauce and beef teriyaki. A black-rock minerality powers the palate, alongside buttered cherries, charred beef, pipe smoke, fudge and lifting menthol flavors.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
6877,Black Box 2012 Malbec (Mendoza),Argentina,Mendoza,Black Box,Malbec,2012,"While this boxed wine smells a touch weedy and stalky, with airing you could call it “herbal” in a good way. Mildly green flavors of blackberry and plum finish solid enough. This is generic wine with both good and shaky qualities.",84,25.0,13.7,High,Full,Medium-High,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/black-box-2012-malbec-799187.jpg,"Sophisticated, Smooth, Balanced","Hard cheeses, Stewed dishes, Pasta","While this boxed wine smells a touch weedy and stalky, with airing you could call it “herbal” in a good way. Mildly green flavors of blackberry and plum finish solid enough. This is generic wine with both good and shaky qualities.","Black Box is a respected winery from Argentina, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
6878,Barra of Mendocino 2011 Estate Grown Chardonnay (Mendocino),US,Mendocino,Barra of Mendocino,Chardonnay,2011,"A ripe white tasting of lemon chiffon that's sharp with an edge of acidity, yet softly textured. The wine's finish is quick.",85,18.0,14.5,Medium,Light,None,Dry,Still White,https://cdn.wine-searcher.com/images/labels/barra-of-mendocino-2011-chardonnay-716439.jpg,"Luxurious, Intimate, Reliable, Creamy, Rich","Brie cheese, Roasted chicken, Grilled fish, Creamy pasta","A ripe white tasting of lemon chiffon that's sharp with an edge of acidity, yet softly textured. The wine's finish is quick.","Barra of Mendocino was founded in 1980 during the modern American wine renaissance, pioneering sustainable farming practices."
6879,Uvaggio 2015 Dolce Moscato (Lodi),US,Lodi,Uvaggio,Moscato,2015,"This fascinating, sweet but light wine wraps lemongrass and thyme flavors around lemon and peach for interesting layers of complexity. The sweetness helps to round the texture and carries everything into a long finish.",91,16.0,9.8,Medium-High,Full,None,Sweet,Still Red,https://images.wine.com/labels/uvaggio-2015-moscato-591998.jpg,"Sophisticated, Complex, Balanced, Intimate, Outstanding","Red meat, Pasta, Stewed dishes","This fascinating, sweet but light wine wraps lemongrass and thyme flavors around lemon and peach for interesting layers of complexity. The sweetness helps to round the texture and carries everything into a long finish.","Uvaggio was founded in 1998 during the modern American wine renaissance, pioneering sustainable farming practices."
6880,Feudi di San Gregorio 2012 Privilegio Passito Fiano (Irpinia),Italy,Irpinia,Feudi di San Gregorio,Fiano,2012,"Dried stone fruit, McIntosh apple and lemon blossom aromas lead the nose on this richly textured dessert wine. On the palate, notes of cinnamon, toasted almond and mineral add depth to candied nectarine zest and Linden honey. Refreshing acidity balances this out.",91,63.0,11.5,High,Medium,High,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/feudi-di-san-gregori-2012-fiano-964791.jpg,"Pleasant, Complex, Balanced, Casual, Outstanding","Stewed dishes, Hard cheeses, Grilled vegetables","Dried stone fruit, McIntosh apple and lemon blossom aromas lead the nose on this richly textured dessert wine. On the palate, notes of cinnamon, toasted almond and mineral add depth to candied nectarine zest and Linden honey. Refreshing acidity balances this out.","Established in 1881, Feudi di San Gregorio has become synonymous with quality Italian wine production and sustainable viticulture."
6881,Château Suduiraut 2011 Castelnau de Suduiraut  (Sauternes),France,Sauternes,Château Suduiraut,Bordeaux-style White Blend,2011,"Illogically, there are two second wines at this estate. This is the richer of the two (the other is Lions). It has intensity, spice, ripe apricot fruit and a smooth, dense texture. Its honey and botrytis notes are just right while the thread of acidity keeps it all in place. Drink from 2019.",93,39.0,11.4,Medium,Medium,Medium-High,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/château-suduiraut-2011-bordeaux-style--229428.jpg,"Intimate, Outstanding, Smooth","Red meat, Grilled vegetables, Hard cheeses, Pasta","Illogically, there are two second wines at this estate. This is the richer of the two (the other is Lions). It has intensity, spice, ripe apricot fruit and a smooth, dense texture. Its honey and botrytis notes are just right while the thread of acidity keeps it all in place. Drink from 2019.",A historic French winery that has weathered both world wars and continues to produce wines that reflect the unique characteristics of its France origins.
6882,Donelan 2008 Richards Family Vineyard Syrah (Sonoma Valley),US,Sonoma Valley,Donelan,Syrah,2008,"This is not only one of the best Syrahs of the vintage, it's easily the greatest Syrah ever produced from Sonoma Valley. Stuns with its soft,  complex, black and blue berry, teriaki beef, black pepper and sandalwood flavors. The depth is unbelievable, the length impressive. Clearly a first growth Syrah, and should develop bottle complexity for the next six years, if not longer.",97,90.0,14.9,High,Medium-Full,High,Dry,Still Red,https://images.wine.com/labels/donelan-2008-syrah-687248.jpg,"Powerful, Exceptional, Sophisticated, Bold","Spicy sausages, Aged gouda, BBQ ribs","This is not only one of the best Syrahs of the vintage, it's easily the greatest Syrah ever produced from Sonoma Valley. Stuns with its soft,  complex, black and blue berry, teriaki beef, black pepper and sandalwood flavors. The depth is unbelievable, the length impressive. Clearly a first growth Syrah, and should develop bottle complexity for the next six years, if not longer.","Donelan was founded in 1983 during the modern American wine renaissance, pioneering sustainable farming practices."
6883,Groth 2012 Hillview Vineyard Chardonnay (Napa Valley),US,Napa Valley,Groth,Chardonnay,2012,"The winery's first vineyard-designated Chardonnay, this comes from a vineyard in the Oak Knoll District AVA near Yountville, a relatively cooler area of the Napa Valley. Light golden in color, it offers pear and fig and is light in weight with a substantial finish of creamy vanilla.",87,30.0,14.1,Medium,Light,None,Dry,Still White,https://wine-images.wine.com/media/catalog/product/groth-2012-chardonnay-329789.jpg,"Reliable, Intimate, Luxurious","Lobster, Roasted chicken, Grilled fish, Creamy pasta","The winery's first vineyard-designated Chardonnay, this comes from a vineyard in the Oak Knoll District AVA near Yountville, a relatively cooler area of the Napa Valley. Light golden in color, it offers pear and fig and is light in weight with a substantial finish of creamy vanilla.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
6884,Ilsley 2012 Single Vineyard Estate Cabernet Sauvignon (Stags Leap District),US,Stags Leap District,Ilsley,Cabernet Sauvignon,2012,"Leather pouch and earthy cedar and forest floor make for an intriguing wine, powerful in big, dry tannins, especially on the finish. The strength of the wine, and the balance of citrus-like acidity, suggest cellaring, through 2020.",90,80.0,14.0,High,Full,None,Dry,Still White,https://images.vivino.com/thumbs/ilsley-2012-cabernet-sauvig-913639.jpg,"Sophisticated, Casual, Complex, Outstanding, Intimate","Salads, Seafood, Light poultry","Leather pouch and earthy cedar and forest floor make for an intriguing wine, powerful in big, dry tannins, especially on the finish. The strength of the wine, and the balance of citrus-like acidity, suggest cellaring, through 2020.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
6885,Château d'Arche 2014  Sauternes,France,Sauternes,Château d'Arche,Bordeaux-style White Blend,2014,"This wine has rich, intense yellow fruit, orange marmalade and concentrated botrytis flavors. With all the elements in place, it is well poised to mature slowly and gently into a very fine wine. Its concentration is balanced by fresh fruit and and honey notes. Drink from 2023.",94,74.0,11.1,Medium,Full,Medium,Dry,Still Red,https://images.vivino.com/thumbs/château-d'arche-2014-bordeaux-style--838674.jpg,"Pleasant, Cozy, Smooth, Balanced, Outstanding","Pasta, Grilled vegetables, Stewed dishes","This wine has rich, intense yellow fruit, orange marmalade and concentrated botrytis flavors. With all the elements in place, it is well poised to mature slowly and gently into a very fine wine. Its concentration is balanced by fresh fruit and and honey notes. Drink from 2023.","Château d'Arche is a traditional French winery established in the mid-1800s, known for its commitment to terroir and time-honored winemaking techniques."
6886,Decoy 2016 Rosé (California),US,California,Decoy,Rosé,2016,"Floral and fresh, this light-bodied wine bursts with snappy grapefruit aromas that are followed by bright lemon and raspberry flavors. It's superbly balanced, crisp and appetizing—an elegant version of pink lemonade, without all the sugar.",90,20.0,11.9,Medium-High,Full,Medium,Dry,Rosé,https://images.wine.com/labels/decoy-2016-rosé-380818.jpg,"Social, Smooth, Outstanding","Fresh berries, Charcuterie, Mediterranean salad","Floral and fresh, this light-bodied wine bursts with snappy grapefruit aromas that are followed by bright lemon and raspberry flavors. It's superbly balanced, crisp and appetizing—an elegant version of pink lemonade, without all the sugar.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
6887,Iron Horse 1996 Joy! Rosé Sparkling (Green Valley),US,Green Valley,Iron Horse,Sparkling Blend,1996,"This Brut-style wine feels extraordinarily refined in the mouth, with a silky, airy texture. The flavors of toffee, butterscotch, orange marmalade and vanilla bean are rich, but balanced with yeasty bitterness and bright acidity. Gorgeous to drink now, anywhere, anytime, with practically anything. Pricey, yes, but worth it for special occasions.",94,160.0,11.2,Medium-High,Light,Low,Dry,Sparkling,https://cdn.wine-searcher.com/images/labels/iron-horse-1996-sparkling-blend-900806.jpg,"Pleasant, Balanced, Smooth","Oysters, Smoked salmon, Soft cheeses, Fried chicken","This Brut-style wine feels extraordinarily refined in the mouth, with a silky, airy texture. The flavors of toffee, butterscotch, orange marmalade and vanilla bean are rich, but balanced with yeasty bitterness and bright acidity. Gorgeous to drink now, anywhere, anytime, with practically anything. Pricey, yes, but worth it for special occasions.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
6888,C.G. di Arie 2006 Zinfandel (Shenandoah Valley (CA)),US,Shenandoah Valley (CA),C.G. di Arie,Zinfandel,2006,"Sweet, soft and simple, with blackberry jam, sugared berry tea, carob and spice flavors wrapped into firm tannins. Drink now.",83,25.0,11.4,High,Medium,Medium-High,Dry,Still Red,https://images.vivino.com/thumbs/c.g.-di-arie-2006-zinfandel-739328.jpg,"Balanced, Pleasant, Celebratory","Stewed dishes, Hard cheeses, Red meat, Grilled vegetables","Sweet, soft and simple, with blackberry jam, sugared berry tea, carob and spice flavors wrapped into firm tannins. Drink now.","C.G. di Arie was founded in 1979 during the modern American wine renaissance, pioneering sustainable farming practices."
6889,Castello di Neive 2012 Albesani Santo Stefano  (Barbaresco),Italy,Barbaresco,Castello di Neive,Nebbiolo,2012,"Structured and loaded with finesse, this stunning red opens with scents of perfumed berry, rose petal, baking spice and a balsamic note. The focused palate delivers juicy black cherry, ground pepper, anise and tobacco alongside firm but refined tannins. It has great length, closing on a mineral note. Drink 2018–2028.",94,50.0,12.7,Medium-High,Light,Medium-High,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/castello-di-neive-2012-nebbiolo-996076.jpg,"Celebratory, Complex, Smooth","Stewed dishes, Grilled vegetables, Red meat, Pasta","Structured and loaded with finesse, this stunning red opens with scents of perfumed berry, rose petal, baking spice and a balsamic note. The focused palate delivers juicy black cherry, ground pepper, anise and tobacco alongside firm but refined tannins. It has great length, closing on a mineral note. Drink 2018–2028.",This family-owned estate in Italy combines ancient techniques with modern innovation to create wines that honor their Italian heritage.
6890,Quinta do Pôpa 2012 Touriga Nacional (Douro),Portugal,Douro,Quinta do Pôpa,Touriga Nacional,2012,This wine is firm although with plenty of attractive red fruits. It is perfumed with structure and tight tannins along with a streak of minerality. The wine should be ready to drink soon.,86,28.0,11.9,High,Medium-Full,Medium,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/quinta-do-pôpa-2012-touriga-naciona-915613.jpg,"Smooth, Good, Reliable","Hard cheeses, Stewed dishes, Red meat, Pasta",This wine is firm although with plenty of attractive red fruits. It is perfumed with structure and tight tannins along with a streak of minerality. The wine should be ready to drink soon.,"Quinta do Pôpa is a respected winery from Portugal, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
6891,Château La Bon Pasteur 2012 Barrel Sample  (Pomerol),France,Pomerol,Château La Bon Pasteur,Bordeaux-style Red Blend,2012,"91–93. Barrel sample. This is a rich, ripe wine with soft tannins and a generous texture. The dry core gives a sense of shape to all the opulence on the palate.",92,59.3,13.1,Medium,Medium,Medium,Dry,Still Red,https://images.vivino.com/thumbs/château-la-bon-paste-2012-bordeaux-style--337819.jpg,"Pleasant, Complex, Balanced, Smooth","Grilled vegetables, Hard cheeses, Red meat","91–93. Barrel sample. This is a rich, ripe wine with soft tannins and a generous texture. The dry core gives a sense of shape to all the opulence on the palate.","Château La Bon Pasteur is a traditional French winery established in the late 1800s, known for its commitment to terroir and time-honored winemaking techniques."
6892,Château de Ferrand 2011  Saint-Émilion,France,Saint-Émilion,Château de Ferrand,Bordeaux-style Red Blend,2011,"The wine is tight, piled with tannins and ripe, juicy, extracted fruits. There is some bitterness as well as coffee flavors to go with the black plum flavors. The wine is all up-front fruit and structure, likely to develop quickly. Drink from 2016.",87,64.41,12.0,Medium,Light,Medium-High,Dry,Still Red,https://images.vivino.com/thumbs/château-de-ferrand-2011-bordeaux-style--415138.jpg,"Good, Pleasant, Balanced, Festive, Intimate","Stewed dishes, Hard cheeses, Pasta, Red meat","The wine is tight, piled with tannins and ripe, juicy, extracted fruits. There is some bitterness as well as coffee flavors to go with the black plum flavors. The wine is all up-front fruit and structure, likely to develop quickly. Drink from 2016.","Château de Ferrand is a traditional French winery established in the mid-1800s, known for its commitment to terroir and time-honored winemaking techniques."
6893,Vigne Matte NV Brut  (Prosecco di Conegliano e Valdobbiadene),Italy,Prosecco di Conegliano e Valdobbiadene,Vigne Matte,Prosecco,2008,"This is a floral Prosecco Brut (made with 10% Chardonnay) with drying mineral tones and accents of dried herbs and basil. The sparkler has a foamy, frothy appearance and a generous personality. Pair it with appetizers or finger foods.",86,25.0,14.8,Medium,Medium-Full,Medium-High,Dry,Rosé,https://images.vivino.com/thumbs/vigne-matte-2008-prosecco-644690.jpg,"Pleasant, Social, Smooth, Balanced, Good","Fresh berries, Grilled shrimp, Charcuterie, Light pasta","This is a floral Prosecco Brut (made with 10% Chardonnay) with drying mineral tones and accents of dried herbs and basil. The sparkler has a foamy, frothy appearance and a generous personality. Pair it with appetizers or finger foods.",This family-owned estate in Italy combines ancient techniques with modern innovation to create wines that honor their Italian heritage.
6894,Virna Borgogno 2012 Cannubi Boschis  (Barolo),Italy,Barolo,Virna Borgogno,Nebbiolo,2012,"This opens with aromas of nail-polish remover and oak-driven spice that carry over to the palate while raspy tannins leave an astringent, mouth drying finish. Tried both bottles and had the same notes.",85,70.0,14.6,High,Medium,High,Dry,Still Red,https://images.wine.com/labels/virna-borgogno-2012-nebbiolo-872974.jpg,"Reliable, Balanced, Good","Hard cheeses, Red meat, Pasta, Grilled vegetables","This opens with aromas of nail-polish remover and oak-driven spice that carry over to the palate while raspy tannins leave an astringent, mouth drying finish. Tried both bottles and had the same notes.","Virna Borgogno represents centuries of Italian winemaking tradition, with vineyards that have been cultivated since the Renaissance."
6895,Casa Agricola Alexandre Relvas 2016 São Miguel do Sul Red (Alentejano),Portugal,Alentejano,Casa Agricola Alexandre Relvas,Portuguese Red,2016,"The cork label of this rich, smooth wine is a reminder that Alentejo's vines are interspersed with the trees that provide much of the world's cork. The wine has a rich southern character, soft tannins and plenty of blackberry fruits. It is ready to drink.",88,12.0,13.3,Medium-High,Full,High,Medium-Sweet,Fortified,https://images.vivino.com/thumbs/casa-agricola-alexan-2016-portuguese-red-697066.jpg,"Balanced, Reliable, Pleasant, Intimate, Smooth","Fruit tarts, Aged cheeses, After-dinner conversation","The cork label of this rich, smooth wine is a reminder that Alentejo's vines are interspersed with the trees that provide much of the world's cork. The wine has a rich southern character, soft tannins and plenty of blackberry fruits. It is ready to drink.","Casa Agricola Alexandre Relvas is a respected winery from Portugal, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
6896,Galante 2007 Blackjack Pasture Estate Bottled Cabernet Sauvignon (Carmel Valley),US,Carmel Valley,Galante,Cabernet Sauvignon,2007,"You'll find plenty of blackberry, cherry, currant and oak flavors in this 100% Cabernet. Aging in 100% new French oak gives it that fancy veneer of sweet toast. At six-years old, the wine has green, almost vegetal notes that seem unlikely to resolve with further bottle age. Drink up.",85,50.0,14.2,Medium-High,Full,None,Dry,Still White,https://wine-images.wine.com/media/catalog/product/galante-2007-cabernet-sauvig-455201.jpg,"Bold, Casual, Good, Sophisticated, Powerful","Fresh cheeses, Seafood, Light poultry, Vegetables","You'll find plenty of blackberry, cherry, currant and oak flavors in this 100% Cabernet. Aging in 100% new French oak gives it that fancy veneer of sweet toast. At six-years old, the wine has green, almost vegetal notes that seem unlikely to resolve with further bottle age. Drink up.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
6897,Francis Ford Coppola 2007 Votre Santé Chardonnay (Sonoma Coast),US,Sonoma Coast,Francis Ford Coppola,Chardonnay,2007,"Very Chablis-like, this coastal Chardonnay has high acidity that makes it clean and vibrant. The flavors are marked by minerals and Meyer lemons, with a touch of smoky oak. It's a fine, dry white wine that will pair well with a wide range of foods, and it's from Francis Ford Coppola.",87,21.0,13.0,Medium-Low,Full,None,Dry,Still White,https://images.vivino.com/thumbs/francis-ford-coppola-2007-chardonnay-639688.jpg,"Reliable, Luxurious, Good","Lobster, Creamy pasta, Roasted chicken, Grilled fish","Very Chablis-like, this coastal Chardonnay has high acidity that makes it clean and vibrant. The flavors are marked by minerals and Meyer lemons, with a touch of smoky oak. It's a fine, dry white wine that will pair well with a wide range of foods, and it's from Francis Ford Coppola.","Francis Ford Coppola was founded in 1993 during the modern American wine renaissance, pioneering sustainable farming practices."
6898,Trapiche 2012 Terroir Series Edición Limitada Finca las Piedras Malbec (Uco Valley),Argentina,Uco Valley,Trapiche,Malbec,2012,"Brawny, toasty aromas prop up a sturdy oaky nose with a familiar dark-berry core. This Malbec is tightly wound, with wiry acidity. Flavors of blackberry, cassis, spiced plum, chocolate and cardamom finish earthy and mellow, with a lingering note of exotic spice. Drink through 2022.",91,45.0,14.3,Medium,Full,Medium-High,Dry,Still Red,https://images.vivino.com/thumbs/trapiche-2012-malbec-709771.jpg,"Balanced, Outstanding, Complex, Sophisticated, Smooth","Grilled vegetables, Stewed dishes, Red meat","Brawny, toasty aromas prop up a sturdy oaky nose with a familiar dark-berry core. This Malbec is tightly wound, with wiry acidity. Flavors of blackberry, cassis, spiced plum, chocolate and cardamom finish earthy and mellow, with a lingering note of exotic spice. Drink through 2022.","Trapiche is a respected winery from Argentina, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
6899,Schramsberg 2011 Methode Traditionelle Brut Sparkling (Carneros),US,Carneros,Schramsberg,Sparkling Blend,2011,"This sparkler was made from a majority of Chardonnay with a seasoning of Pinot Noir, the grapes grown at Hyde Vineyard, among other sites within the appellation. A doughy, tart wine, it brightly expresses green apple, orange, grapefruit and a more developed creaminess of biscotti, delighting in a persistence of lemon zest.",93,75.0,13.9,High,Medium,High,Dry,Sparkling,https://images.wine.com/labels/schramsberg-2011-sparkling-blend-920543.jpg,"Social, Complex, Outstanding, Smooth, Balanced","Soft cheeses, Fried chicken, Celebration cake","This sparkler was made from a majority of Chardonnay with a seasoning of Pinot Noir, the grapes grown at Hyde Vineyard, among other sites within the appellation. A doughy, tart wine, it brightly expresses green apple, orange, grapefruit and a more developed creaminess of biscotti, delighting in a persistence of lemon zest.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
6900,Tenuta Le Querce NV Tamurro Nero Red (Basilicata),Italy,Basilicata,Tenuta Le Querce,Red Blend,2010,"Packaged in a massively heavy bottle, Tamurro Nero is a blend of grapes indigenous to Basilicata. It deals spicy tones of cinnamon and sweet tobacco, with notes of dried fruit and black cherry.",88,53.72,12.8,Medium-High,Light,Low,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/tenuta-le-querce-2010-red-blend-326002.jpg,"Reliable, Good, Intimate","Stewed dishes, Grilled vegetables, Hard cheeses, Red meat","Packaged in a massively heavy bottle, Tamurro Nero is a blend of grapes indigenous to Basilicata. It deals spicy tones of cinnamon and sweet tobacco, with notes of dried fruit and black cherry.","Tenuta Le Querce represents centuries of Italian winemaking tradition, with vineyards that have been cultivated since the 16th century."
6901,Chateau Ste. Michelle 2012 Canoe Ridge Estate Chardonnay (Horse Heaven Hills),US,Horse Heaven Hills,Chateau Ste. Michelle,Chardonnay,2012,"Aged in a mixture of French oak (32% new) and stainless steel, it shows the best of both with fresh peach notes and barrel spices intermingling with crème fraîche. It's creamy in feel with the concentration winnowing slightly toward the finish.",89,22.0,14.1,Medium-Low,Light,None,Dry,Still White,https://wine-images.wine.com/media/catalog/product/chateau-ste.-michell-2012-chardonnay-222378.jpg,"Luxurious, Rich, Reliable","Lobster, Creamy pasta, Roasted chicken","Aged in a mixture of French oak (32% new) and stainless steel, it shows the best of both with fresh peach notes and barrel spices intermingling with crème fraîche. It's creamy in feel with the concentration winnowing slightly toward the finish.","Chateau Ste. Michelle was founded in 1990 during the modern American wine renaissance, pioneering sustainable farming practices."
